"MolWeight"	"nAtoms"	"numC"	"numN"	"numP"	"numO"	"numHydrogen"	"CNRatio"	"XLogP"	"Fsp3"	"MW"	"LipinskiFailures"	"nRotB"	"MLogP"	"nAtomLAC"	"nAtomP"	"nAtomLC"	"nB"	"nBase"	"nAtom"	"nAromBond"	"naAromAtom"	"ALogP"	"ALogp2"	"AMR"	"nAcid"	"nA"	"nR"	"nN"	"nD"	"nC"	"nF"	"nQ"	"nE"	"nG"	"nH"	"nI"	"nP"	"nL"	"nK"	"nM"	"nS"	"nT"	"nY"	"nV"	"nW"	"nSmallRings"	"nAromRings"	"nRingBlocks"	"nAromBlocks"	"nRings3"	"nRings4"	"nRings5"	"nRings6"	"nRings7"	"nRings8"	"nRings9"	"tpsaEfficiency"	"Zagreb"	"WPATH"	"WPOL"	"WTPT.1"	"WTPT.2"	"WTPT.3"	"WTPT.4"	"WTPT.5"	"VAdjMat"	"VABC"	"TopoPSA"	"topoShape"	"geomShape"	"PetitjeanNumber"	"MDEC.11"	"MDEC.12"	"MDEC.13"	"MDEC.14"	"MDEC.22"	"MDEC.23"	"MDEC.24"	"MDEC.33"	"MDEC.34"	"MDEC.44"	"MDEO.11"	"MDEO.12"	"MDEO.22"	"MDEN.11"	"MDEN.12"	"MDEN.13"	"MDEN.22"	"MDEN.23"	"MDEN.33"	"khs.sLi"	"khs.ssBe"	"khs.ssssBe"	"khs.ssBH"	"khs.sssB"	"khs.ssssB"	"khs.sCH3"	"khs.dCH2"	"khs.ssCH2"	"khs.tCH"	"khs.dsCH"	"khs.aaCH"	"khs.sssCH"	"khs.ddC"	"khs.tsC"	"khs.dssC"	"khs.aasC"	"khs.aaaC"	"khs.ssssC"	"khs.sNH3"	"khs.sNH2"	"khs.ssNH2"	"khs.dNH"	"khs.ssNH"	"khs.aaNH"	"khs.tN"	"khs.sssNH"	"khs.dsN"	"khs.aaN"	"khs.sssN"	"khs.ddsN"	"khs.aasN"	"khs.ssssN"	"khs.sOH"	"khs.dO"	"khs.ssO"	"khs.aaO"	"khs.sF"	"khs.sSiH3"	"khs.ssSiH2"	"khs.sssSiH"	"khs.ssssSi"	"khs.sPH2"	"khs.ssPH"	"khs.sssP"	"khs.dsssP"	"khs.sssssP"	"khs.sSH"	"khs.dS"	"khs.ssS"	"khs.aaS"	"khs.dssS"	"khs.ddssS"	"khs.sCl"	"khs.sGeH3"	"khs.ssGeH2"	"khs.sssGeH"	"khs.ssssGe"	"khs.sAsH2"	"khs.ssAsH"	"khs.sssAs"	"khs.sssdAs"	"khs.sssssAs"	"khs.sSeH"	"khs.dSe"	"khs.ssSe"	"khs.aaSe"	"khs.dssSe"	"khs.ddssSe"	"khs.sBr"	"khs.sSnH3"	"khs.ssSnH2"	"khs.sssSnH"	"khs.ssssSn"	"khs.sI"	"khs.sPbH3"	"khs.ssPbH2"	"khs.sssPbH"	"khs.ssssPb"	"Kier1"	"Kier2"	"Kier3"	"HybRatio"	"fragC"	"FMF"	"ECCEN"	"SP.0"	"SP.1"	"SP.2"	"SP.3"	"SP.4"	"SP.5"	"SP.6"	"SP.7"	"VP.0"	"VP.1"	"VP.2"	"VP.3"	"VP.4"	"VP.5"	"VP.6"	"VP.7"	"SPC.4"	"SPC.5"	"SPC.6"	"VPC.4"	"VPC.5"	"VPC.6"	"SC.3"	"SC.4"	"SC.5"	"SC.6"	"VC.3"	"VC.4"	"VC.5"	"VC.6"	"SCH.3"	"SCH.4"	"SCH.5"	"SCH.6"	"SCH.7"	"VCH.3"	"VCH.4"	"VCH.5"	"VCH.6"	"VCH.7"	"C1SP1"	"C2SP1"	"C1SP2"	"C2SP2"	"C3SP2"	"C1SP3"	"C2SP3"	"C3SP3"	"C4SP3"	"ATSp1"	"ATSp2"	"ATSp3"	"ATSp4"	"ATSp5"	"ATSm1"	"ATSm2"	"ATSm3"	"ATSm4"	"ATSm5"	"ATSc1"	"ATSc2"	"ATSc3"	"ATSc4"	"ATSc5"
"neg_DANCE_RDvsIR_2021_EM_Hyphir_Int1_BA7_1_11980"	333727.007794894	23553	16129	1800	34	5149	19671	3672.69404761905	272.056	313.304564385271	333975.314232516	982	6286	1941.59	1518	8455	11587	25227	301	43224	0	0	-140.277	4600.4645135	87949.7994	291	340	0	8	14	4	0	28	21	426	0	13	42	54	20	16	35	15	0	60	0	2329	1392	1683	1103	26	12	434	1832	25	0	0	213.110273539331	123012	3036086	39823	47404.1089698865	1353.83148834013	20570.3699104826	13693.54618567	5543.23514827479	4153.74376585748	0	105226	628.063486513487	0	324.241547598559	356.259819334191	1863.44110569981	3143.70246453257	352.550525212044	6312.48705110241	14354.0918921096	595.327664342306	9281.56884982627	833.353931937464	97.8418886732219	1429.9046631413	1602.78920319225	597.753574682368	15.6163091512336	117.210239596959	20.7556198349282	295.073297503287	254.218503833722	64.4744042147037	0	0	0	0	5	1	1529	22	2803	3	312	3541	2718	2	25	1525	2711	474	300	4	202	5	2	568	76	2	2	81	317	342	39	137	0	1757	1773	1493	82	188	0	0	0	0	0	0	0	34	0	9	13	47	31	8	85	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19468.8806133671	8815.06704900342	5215.33528377184	314.00438181602	2362076.24000002	398.409349202583	648890	17157.2687623408	11191.2425115622	10428.1564671212	8501.43095428394	6883.47295763404	5514.46229456049	3941.52254315323	2839.38099734046	13307.7572175415	7766.87850943445	6065.09952246915	4293.84670985449	3041.63363281099	2096.66753400974	1291.97017893898	813.154021655622	4389.26779562879	6815.80254021344	9984.09999786778	1701.48474370047	2353.98635652256	2964.25746642334	2005.8175249777	77.6106251872082	571.749908998646	49.9183385370751	885.753106841104	28.7345325819456	169.266950116626	15.1156064739801	5.96234463263959	10.5135362260879	45.7333821320792	223.712952414869	447.529070602534	4.45566393143847	7.39061235364174	24.7031270555259	96.6421775485486	156.949915657597	5	23	1633	5563	1321	2713	3550	524	113	1576300.51275848	1870637.57720076	2682054.52918422	2897201.30892219	2772517.2752347	30295.1807772885	29670.9154431038	43205.864842619	48499.0561347487	48438.4723450443	718.406606379637	-327.528793265871	-49.1710448143009	58.4063883151108	-82.7723468714806
"neg_DANCE_RDvsIR_2021_EM_Hyphir_Int2_GE5_1_12071"	340608.160623324	24061	16540	1806	33	5280	20121	3725.62182539682	287.449	320.031335922525	340857.904375039	1009	6454	1998.03	1623	8630	11880	25770	314	44182	0	0	-154.3555	4905.30830239	90051.4562999999	292	373	0	9	14	9	0	26	16	457	0	17	42	64	27	18	39	17	0	66	0	2385	1433	1718	1122	26	15	441	1871	32	0	0	219.503725340601	125490	3118416	40672	48435.5794662528	1383.91802936743	20819.5584063936	14039.3307694626	5556.45407513441	4243.50004251236	0	107627.14	640.441065878566	0	331.043285511541	346.78186612903	1879.59623944643	3130.52205627102	323.701775828538	6348.84642557592	14953.8075019696	584.513640166654	9593.44351593633	775.085946666161	91.1465449606961	1472.51278272973	1621.83862547453	580.952674856766	16.5542331541817	117.977949973501	19.4970080894123	283.063537156446	246.612086445142	70.5843729724179	0	0	0	0	3	1	1521	24	2882	3	322	3669	2777	0	30	1582	2779	498	285	4	209	4	3	593	67	5	1	79	293	352	39	134	0	1846	1794	1513	86	166	0	0	0	0	0	0	1	32	0	9	7	58	31	6	69	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	19895.4334442344	9056.27724547551	5360.15720649477	320.680771730895	2420670.21000002	406.547362361043	665765	17518.8807185833	11441.9947724002	10616.4612516038	8695.70785177631	7027.35915413858	5638.92490190532	4021.87099454002	2902.36808809866	13587.7278354971	7937.0047141057	6184.50694185223	4381.57806099116	3095.70356034688	2136.59482250858	1313.28772662916	826.680954341678	4450.4045177724	6908.66204731962	10132.0630689075	1715.34737058537	2363.48879335305	2968.92620752271	2008.39304082443	70.8143752262274	572.808456636869	43.5875804620752	891.550126280163	27.1172379589923	167.041679914315	13.5274611702986	6.22309462015946	10.3165460228793	46.5293195361363	229.65112879214	457.908163313781	4.62255404214981	6.93443251536561	25.2095313198744	98.4075921423216	158.411967898937	8	25	1632	5786	1400	2736	3639	524	101	1608027.53114046	1907533.94371547	2731141.3474517	2952540.71579047	2823872.86532234	31080.5855603439	30154.1118502571	43901.3304354523	49435.0507644933	49238.0188195052	731.701268007747	-330.862068531953	-54.0986194394736	62.203804724881	-87.2681655187729
"neg_DANCE_RDvsIR_2021_EM_Hyphir_Rd2_RE5_1_11967"	276416.099139886	19520	13330	1412	26	4446	16302	2887.87420634921	174.221	257.642131715706	276616.930246155	847	5187	1597.16	1207	6919	9523	20885	237	35822	0	0	-219.7622	3932.39078396	72669.5968	234	306	0	7	11	6	0	25	17	370	0	11	41	48	12	19	31	12	0	56	0	1907	1134	1405	894	20	9	335	1514	29	0	0	180.85657871143	101822	2557165	33224	39262.3305026459	1115.6431491137	17110.4509617129	11818.5616038468	4348.15788193605	3424.75029728798	0	89526.2699999999	517.377505827505	0	267.184488639	288.628890417121	1556.84708245031	2581.54115706293	281.938035424586	5120.25806889781	11926.1008490766	465.49309344934	7837.21689019593	654.145084233956	78.0874684737018	1282.35067983964	1441.08104527557	509.874311082588	12.8652103482248	97.0936834199667	16.0311234349616	227.322181715478	194.962540968298	56.0074584367406	0	0	0	0	5	2	1252	25	2244	3	267	2894	2348	2	21	1277	2249	386	232	4	160	4	1	460	58	4	0	58	229	283	34	103	0	1608	1461	1278	62	112	0	0	0	0	0	0	0	26	0	11	7	41	24	6	60	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16172.6789274848	7329.67619679734	4313.5688373954	258.20727066575	1975770.90000001	325.375122412272	537704	14236.2431651231	9274.2174274018	8614.57716985347	7071.3060195387	5700.30864065423	4570.99388537842	3259.51095119775	2343.6271363545	11003.3419770765	6412.07868571585	4995.31703322496	3542.57593733557	2496.72875440473	1720.24487352895	1056.71627190212	663.211185658319	3662.77576043495	5674.49329214603	8329.96155788939	1407.44078070853	1934.56904695642	2434.38504072456	1642.75524568285	57.7333041129016	477.130890243624	36.9719070378262	726.870689003184	22.5928069158843	140.96981506952	12.6525262836944	4.62856767615276	7.70943245972733	34.9986105944624	180.422555361751	368.694711840851	3.44980834017962	5.43280729820162	19.6537589151077	78.3998158932387	128.439061739223	7	17	1347	4603	1098	2226	2933	426	93	1301530.88080125	1544731.06520975	2214582.07327537	2405304.8993782	2301479.07515971	25023.8946990486	24466.9927268452	35641.8863663894	40416.2474472819	40268.9945559879	606.469435751214	-273.464743806794	-46.850354540252	53.6910009888304	-73.9885968743788
"neg_DANCE_RDvsIR_2021_EM_Hyphir_Rd3_RE7_1_11969"	339511.17260523	23969	16335	1889	36	5315	19994	3720.55	231.921	321.01683598576	339759.42538159	998	6377	1968.89	1656	8675	11834	25644	335	43963	0	0	-230.7054	4600.66771348	89336.2415999999	298	370	0	8	17	6	0	23	21	453	0	16	49	54	20	19	38	18	0	70	0	2350	1412	1715	1114	23	10	451	1831	35	0	0	225.171276286534	124926	3077020	40431	48214.3566676713	1390.42330411335	21139.9686780901	14109.9848612327	5805.93808873682	4253.61444511743	0	109636.14	643.746765734266	0	332.846606327055	346.423800062451	1901.35123031227	3140.34508562438	317.748367356062	6250.43159147347	14576.8721295131	566.421714783435	9434.40979023844	766.330831011567	84.3027305030004	1501.81811944881	1651.76368869345	574.928871941112	18.0472468261043	128.715239612466	21.1672925112135	309.833938123744	258.4640532154	71.8521635045584	0	0	0	0	4	2	1528	32	2833	3	321	3557	2782	1	22	1569	2753	480	273	4	221	3	2	589	79	3	2	97	320	349	52	145	1	1854	1830	1490	84	149	0	0	0	0	0	0	0	36	0	11	9	52	32	6	82	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19845.2627589074	8999.73204070597	5339.11330941865	321.576977517764	2387946.34000002	404.442549912688	657782	17473.6210671727	11388.2332685768	10592.7311351544	8643.73023998838	6976.82965688257	5586.66547770713	3984.24957102979	2873.26032885991	13517.0952932632	7883.42770891743	6139.98374688286	4341.40541236824	3063.22043611352	2104.08502088882	1293.94456849534	812.591946729427	4446.99423275596	6883.64690285319	10071.5665911818	1706.52136392892	2347.13671598071	2939.30641122068	2024.97985329971	72.9613253808974	570.538423556453	42.4947231939965	888.422779826625	26.5571328001879	166.996028463947	13.6962878755216	5.36416623580625	8.90379995458734	47.0222690337653	225.356410983938	450.708131733539	4.01286086976476	6.07820628357791	25.2822611895214	96.2315425185813	155.595094010808	6	19	1658	5649	1331	2733	3607	506	103	1597321.36649333	1893814.3208578	2711594.46670191	2927297.54896543	2799987.93145281	30798.3435318004	30143.4276524116	43797.420711241	49185.3198929772	49056.0814250668	733.974838356596	-333.712834125187	-49.9573522210817	58.4756824030193	-86.5411099455137
"neg_DANCE_RDvsIR_2021_EM_Klener_Int1_BB3_1_11987"	217211.072622307	15297	10374	1117	17	3545	12858	2265.94047619048	77.085	214.002098676412	217367.414036535	687	4141	1243.47	1025	5166	7482	16368	190	28155	0	0	-220.6511	3316.63091379	56616.0453	216	218	0	7	14	6	0	15	12	280	0	11	19	48	8	11	17	7	0	30	0	1509	867	1077	689	11	4	297	1185	12	0	0	145.441680113602	79778	1969576	25965	30775.3579558405	885.015794562934	13624.8732370852	9460.194678924	3434.46609109164	2709.31445152482	0	70823.22	407.935276814688	0	210.921073547159	210.818871174147	1159.06724361616	1955.40640335737	215.99009292576	3900.2441361267	9181.21403019119	432.093617218659	6133.55976281937	596.500872544584	76.8807610213786	984.695536991384	1160.83091944839	435.678420326916	11.4857079106767	74.4123684791537	11.4994785384396	197.998384318258	147.333462306789	38.6442331614658	0	0	0	0	2	0	953	24	1849	0	201	2160	1908	1	9	963	1706	289	208	2	127	2	0	372	47	5	1	40	193	204	16	92	0	1283	1107	1075	58	98	0	0	0	0	0	0	0	17	0	9	9	33	21	2	41	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	12667.5783937968	5747.89010437054	3389.82832057106	214.320789453649	1539969.23000001	255.351493901876	418356	11151.9783045439	7270.95599901363	6742.67796225487	5543.86035261263	4469.51181014901	3591.80764813942	2563.34852845887	1852.49256881432	8621.84081664405	5021.21288402667	3910.33456459176	2778.75997434151	1964.62563161968	1358.85127659068	834.583246655935	525.598652280071	2870.6942803978	4466.69411514606	6601.00470935439	1108.2621124187	1541.6346245698	1965.82874338184	1280.10559651386	44.354643609081	372.53323267788	31.516028793989	567.792840783832	17.3408871216711	110.809731331843	10.1385950091491	2.62944540977084	3.65563012033689	29.4267353620824	143.837171064321	296.399961668981	1.74578191578136	2.33286406199145	15.4711218370942	63.2510249467057	106.299820503081	5	4	1076	3421	785	1788	2387	344	80	1013941.70623135	1204508.85962671	1732413.75258189	1875756.71749768	1790960.88990392	19960.1579228064	19167.3393848675	28090.787601535	31695.1766774143	31562.0944543989	492.544959787523	-222.420148979042	-39.2606577686277	44.2203278496884	-61.1318988980736
"neg_DANCE_RDvsIR_2021_EM_Klener_Int2_BB1_1_11982"	271343.004785875	19143	12950	1432	25	4414	15952	2877.11666666667	79.4350000000001	266.260285288961	271536.303455305	833	5098	1549.19	1279	6623	9412	20495	250	35095	0	0	-280.9261	4009.05198031	70776.2213	250	254	0	8	12	5	0	16	14	324	0	10	28	48	16	9	23	10	0	26	0	1892	1100	1371	876	19	9	340	1506	18	0	0	180.457758846686	99842	2464444	32430	38528.4082028006	1108.08811904985	17166.0476842896	11774.4459886935	4423.9626111472	3390.69476989918	0	88074.66	510.872542326953	0	264.252554993652	250.586947107819	1425.11609651006	2347.0632066079	240.567560891456	5031.92387040675	11548.8347359537	464.347577369475	7507.87919071086	679.612107588187	64.0271204844251	1234.98859702756	1482.49055584916	531.567907528756	13.4316680060436	86.0276186950944	16.6113104745601	236.979139169957	202.842032500354	59.7431108670123	0	0	0	0	2	0	1146	28	2372	1	235	2734	2331	0	19	1177	2166	361	234	1	148	2	1	449	52	10	1	39	259	296	35	122	0	1584	1395	1320	76	150	0	0	0	0	0	0	0	25	0	12	10	36	24	3	55	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15830.3471655297	7175.36890252652	4221.34474950094	266.842522672994	1909088.93000001	321.600652851825	525076	13945.8055838461	9101.25005604413	8442.52154907512	6935.11415698049	5577.00526631808	4486.5560949106	3208.47426084523	2323.96602892204	10751.4327877361	6266.35310333899	4866.56172020239	3456.69420460825	2436.46643882962	1683.45002605276	1031.80962100833	648.838665367011	3573.11819707849	5515.46752398664	8108.73347602178	1359.9698238512	1872.24656997219	2361.5628576629	1598.57929317139	55.3273986695125	461.415424262373	34.9656932947474	697.688518276113	20.0377456487117	133.788677137456	10.8952776581959	4.49469678067922	6.87153886869284	35.7829899641509	178.849986956145	367.500515155312	3.06670223273793	4.42527415039676	19.1647421018813	78.3025940388983	129.308357481788	11	9	1324	4332	993	2305	2905	411	81	1262814.96061951	1499399.37517687	2150329.27376178	2326695.26028554	2217429.77967921	24566.4193561957	24021.460378208	35083.7187114768	39558.0587725936	39133.7087517733	614.282632579374	-277.913318023242	-48.8480627722373	55.0674227780341	-76.0874720259361
"neg_DANCE_RDvsIR_2021_EM_Klener_Rd1_GC4_1_12048"	271440.204856776	19164	13040	1449	21	4339	16067	2913.39523809524	178.465	264.183446603318	271635.533361236	822	5158	1572.52	1253	6739	9373	20498	235	35231	0	0	-192.1181	3692.60951529	71160.8651	276	254	0	6	16	7	0	15	14	345	0	6	24	42	12	12	23	10	0	32	0	1874	1111	1355	886	20	8	346	1485	15	0	0	179.705041379976	99840	2454580	32355	38548.7466406656	1115.74481256036	16969.1226247274	11550.1158253625	4473.98399621617	3408.26475664277	0	87127.82	514.44056874498	0	266.205721792167	286.129743875838	1496.1381565021	2528.42227591541	274.633201134689	5136.32194619662	11610.3005395606	519.952160692071	7349.54988711013	726.600733871369	86.5699248495361	1204.80847272841	1392.0850325277	530.235932321752	11.2789350912298	89.3868002658401	15.4936072673183	240.136893153766	199.29484029876	60.3233371578969	0	0	0	0	4	0	1239	21	2351	0	253	2780	2220	1	7	1213	2181	367	259	3	152	1	0	462	58	5	1	52	255	277	35	132	0	1493	1441	1291	71	131	0	0	0	0	0	0	0	21	0	9	10	45	23	3	58	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15871.8503361559	7202.82834838292	4265.12866791856	264.443028509013	1917824.24000001	323.929715418858	521248	13970.335954767	9106.95488685458	8462.39306644487	6906.87023707512	5568.571434515	4478.70638690121	3196.52803184085	2312.66115742317	10811.2300356114	6290.79450627668	4897.67586739572	3469.68583766576	2452.59073615131	1693.04862328006	1039.97170095586	654.082136037306	3568.41780251079	5524.63777314584	8132.94942887851	1377.59532783044	1907.0028199212	2414.55031199529	1614.47078398484	58.1049334873644	464.245710094969	40.899298718394	710.26363761902	22.4975439857475	138.359434936274	12.9484909161595	4.74469678067922	6.95608985805572	35.970460591677	180.242671989865	366.634356063946	3.21103980003533	4.46684476548058	19.4799099491222	78.846438883342	130.664302364744	6	1	1372	4388	1001	2258	2898	417	93	1270640.80252293	1507566.03963183	2161491.64264788	2338876.24526334	2235093.13619012	24548.3816833262	24005.2887895958	35041.5758800766	39344.4225359358	39157.3186415874	604.821950598855	-275.996961494986	-44.1021908932738	53.8064856057553	-74.8251714173432
"neg_DANCE_RDvsIR_2021_EM_Klener_Rd2_RE4_1_11966"	275910.174971639	19423	13197	1438	21	4432	16359	2823.88690476191	156.65	274.868128791539	276112.021033886	844	5204	1588.79	1335	6571	9523	20782	238	35782	0	0	-199.815	4199.55265975999	72060.1376000001	253	257	1	7	14	7	0	17	15	330	0	12	32	56	18	12	18	9	0	38	0	1906	1082	1371	873	22	9	384	1473	18	0	0	183.381036759066	101308	2456734	32896	39067.2772827366	1129.87523466817	17239.5815486533	11806.9849110337	4433.39218397514	3455.45771761509	0	89113.59	521.656416785828	0	269.770546792875	286.844038754063	1508.75284049583	2604.31665197472	291.158963888677	5021.7147450847	11653.1298922024	524.409915828177	7571.83582309543	792.550877402002	90.6917876465161	1228.44446766164	1444.21222780937	523.449701928348	12.4890992478166	84.0735557553688	18.3308098887316	237.708671669274	195.331449051931	56.5819642073718	0	0	0	0	3	1	1232	34	2393	0	276	2725	2395	1	10	1256	2145	332	267	2	151	2	1	468	55	8	1	47	246	277	45	121	0	1554	1444	1317	68	130	0	0	0	0	0	0	0	21	0	11	9	48	34	5	52	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	16076.7126132567	7284.51730781651	4296.54505791121	275.103535771677	1948057.26000001	327.585409061641	526628	14161.5020344228	9229.15338192538	8573.6588229656	7028.4246512551	5657.58962372941	4544.92098265779	3249.29700840909	2348.25214522428	10971.7657801592	6402.17250649389	5001.44195768921	3565.33072914376	2525.64275996859	1746.9474945727	1080.02993388286	680.629904500635	3648.51509469363	5655.5399149754	8353.14937345564	1432.4957851427	1993.61033305772	2544.82404682847	1632.21632553129	56.6578041407415	476.442402469113	39.9503206143871	729.361650852949	22.6156906356798	145.099539157361	13.1733499975279	5.21610130147026	7.70963673530341	39.7060053195725	187.589413004751	383.207964047377	3.68244432082636	5.11909057235028	21.946485720479	84.0419460401954	141.072658193021	8	2	1405	4297	1003	2312	3027	466	101	1295448.68858104	1539293.35393134	2212365.6430875	2394825.47439159	2291624.59166728	25327.2573967099	24381.1992607303	35690.4300232723	40177.9066703514	39983.7389210101	613.044559664348	-277.481501517201	-45.0561486680364	49.149226923543	-72.5631189815453
"neg_DANCE_RDvsIR_2021_EM_Klener_Rd3_BC4_1_11996"	262080.700286965	18470	12495	1423	20	4237	15437	2804.39761904762	65.426	254.858501096818	262268.214635668	833	5081	1493.92	1256	6289	9153	19741	244	33907	0	0	-239.8913	3875.98660081	68398.609	262	273	0	8	12	7	0	20	17	362	0	9	31	54	14	15	24	10	0	22	0	1798	1032	1301	845	17	7	353	1401	20	0	0	175.911543129951	95954	2392514	30937	37147.1070533836	1067.30340501598	16548.2414652978	11276.1764873009	4387.6700296527	3268.14301244767	0	85634.19	489.292913622325	0	253.75224570891	245.587519599423	1357.32547846712	2293.83724564357	227.646735886206	4838.08590705107	11089.6931208198	460.921595741685	7247.52399694353	649.622768387164	68.504879732373	1178.08471968486	1365.17961550027	495.59710408017	13.6819332552435	85.9551821524309	15.0536243063833	253.423791602429	193.214727239587	50.4090517007495	0	0	0	0	3	0	1117	26	2285	0	271	2631	2228	1	7	1213	2054	310	223	0	152	1	0	470	66	5	1	47	252	268	38	108	0	1469	1407	1260	59	117	0	0	0	0	0	0	0	20	0	10	9	46	26	5	47	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	15330.8724736615	7024.71740653005	4212.10483953402	255.093430901313	1847881.75000001	307.271780048302	511215	13462.1154217717	8781.99395047594	8135.06975259191	6638.70331991077	5339.02906165639	4287.62247777752	3056.50142829341	2201.75966832423	10396.3712608359	6059.00938289721	4700.94267151519	3331.73284645743	2352.7064692197	1621.015021804	995.738462471379	625.132867471248	3385.98455928709	5223.334703966	7662.76011124113	1299.99178301299	1798.64254692039	2269.28429014124	1531.44067291991	49.5146476227341	427.653570204269	29.9278706176432	671.72943025031	19.522221258151	125.412224756873	10.0917597933741	4.05487037505178	6.00833579340553	36.3786731754288	173.082134156039	351.448910297624	2.81276833905221	3.81000436865078	20.2777166478826	76.382854897823	125.741067422176	5	2	1377	4137	923	2179	2838	394	81	1214543.16639951	1438697.17028823	2056166.93775806	2212505.63450306	2109127.22631861	24019.2606871312	23125.111900013	33734.4212133167	37737.7712541594	37435.3132559377	590.226762910533	-269.393591389626	-43.2153673603585	55.422964505872	-76.098163396457
"neg_DANCE_RDvsIR_2021_EM_Klener_Rd4_BD7_1_12013"	95159.9887517302	6663	4454	485	13	1601	5630	994.207142857143	19.581	99.1625091614003	95225.9883454803	323	1953	533.11	566	2204	3355	7079	81	12293	0	0	-78.0296000000001	1538.79141714	24522.1433	115	101	0	2	5	2	0	10	6	126	0	2	9	20	3	6	14	5	0	6	0	614	356	455	289	5	1	124	474	10	0	0	67.7735569884534	34354	869771	11088	13355.0094963261	391.249234106893	6080.86385617653	4249.25300891097	1486.90697568824	1192.41310206859	0	32202.03	181.429051504052	0	93.7578500566204	79.5121868386825	489.724686885502	782.55628025282	85.2285726997906	1625.03388065	3817.2462126809	180.204521611198	2482.91268630539	241.447870164986	28.6803330374449	469.03802684231	524.05603090767	177.332693106451	5.73141539860514	29.9664948248057	2.4588876538838	93.8599185395609	61.7611999043293	12.9420702724423	0	0	0	0	1	0	407	9	850	0	88	884	815	0	2	450	708	110	86	0	57	0	0	175	25	2	0	14	89	77	6	39	0	582	527	468	18	47	0	0	0	0	0	0	0	13	0	4	3	17	8	2	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	5598.22459847586	2588.59507857933	1613.01891998769	99.2958424947336	661949.09	103.435362006524	184899	4879.45470854752	3162.95000220558	2923.91283472194	2377.22812530327	1889.40002773748	1503.72979874677	1068.47199654029	768.446397762272	3752.98571678376	2181.19514619752	1681.97641304222	1184.76689894947	825.789884741518	560.507904607076	342.932286683342	213.991219647624	1230.95470796605	1876.14365169601	2735.57356520239	461.602494262871	631.925647827447	792.674408222854	559.204628342163	20.3682928083751	158.40606865114	11.8998774293153	238.138117862135	6.84415849697281	45.559968595989	4.00539505009745	1.15104757029061	1.54981613726616	12.6420900367227	57.5063017015642	119.89550755336	0.892228525188087	1.05113749403774	7.40330120120902	25.6304969350554	42.4435627720377	2	0	499	1403	310	754	1094	139	33	429103.89240941	506627.262600509	721286.575051268	776593.326500349	737176.176520935	8961.47196664734	8385.4240161729	12177.1214535864	13627.5723045101	13441.4725089602	220.39526876096	-102.167452870136	-13.0632245665921	19.8194701088858	-30.7689817455772
